"StedID","Stedtekst","Vandområde","Dato","Medie","Prøvetype","Dybde (m)","Målested, x-koordinat","Målested, y-koordinat","Faktiske dybder (m)","Analysefraktion","Stofparameter","Resultat-attribut","Resultat","Enhed","Detektionsgrænse LD","Kvantifikationsgrænse LQ","Kvalitetsmærke"
57000018,"DENDERUP SØ, RØNNEDE - Kemi","Denderup Sø","06.08.1998 12.00.00 +02:00","Sø","Blandingsprøve",0.7999999999999999,687887.9998418817,6126727.003728941,"1,5; 0,7; 0,2","Total","Nitrogen,total N"," =",0.842,"mg/l",9999999,NA,2
64000017,"RØGBØLLE SØ, SYDB, kemi","Røgbøllesø","21.05.1991 12.00.00 +02:00","Sø","Enkeltprøve",0.2,666002.9998601868,6065651.003811634,"0,2","Total","Chlorophyl A"," =",6.1,"µg/l",9999999,NA,2
21000263,"HALD SØ, Vandkemi","Hald Sø","06.05.2003 12.00.00 +02:00","Sø","Enkeltprøve",0.2,520998.9999823817,6247723.003565765,"0,2","Total","Nitrogen,total N"," =",1.1000000522471964,"mg/l",9999999,NA,2
30000035,"Grov Sø - vandkemi","Grov Sø","12.05.2016 12.00.00 +02:00","Sø","Blandingsprøve",0.475,449588.0000424596,6165083.003681016,"0,75; 0,2","Total","Alkalinitet,total TA"," =",0.014,"mmol/l",0.1,NA,3
20000015,"FLYNDERSØ, NORDLIGE DEL, Vandkemi","Flyndersø, nord","21.03.1990 12.00.00 +01:00","Sø","Blandingsprøve",1.9666666666666668,496149.0000032278,6263973.00354252,"3,8; 1,9; 0,2","Total","Alkalinitet,total TA"," =",1.73,"mmol/l",9999999,NA,2
47000027,"NIELSTRUP SØ ST AMT","Nielstrup Sø, fyn","14.05.1986 12.00.00 +02:00","Sø","Enkeltprøve",0.1,596662.9999184784,6104347.00376275,"0,1","Total","pH"," =",8.3,"pH",9999999,NA,2
24000005,"DYSTRUP SØ, MIDT  - DYS 1","Dystrup Sø","13.04.1993 12.00.00 +02:00","Sø","Enkeltprøve",0.5,600318.999915892,6257611.003552567,"0,5","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.006,"mg/l",9999999,NA,2
31000009,"Kvie Sø - vandkemi","Kvie Sø","16.04.2007 12.00.00 +02:00","Sø","Blandingsprøve",1.1,485559.0000121582,6175543.003666495,"0,2; 2","Total","Chlorophyl A"," =",6.4,"µg/l",9999999,NA,3
32000010,"Fårup Sø - vandkemi","Fårup Sø","11.05.1992 12.00.00 +02:00","Sø","Blandingsprøve",10,525368.9999786419,6176393.003665378,"10","Total","pH"," =",8.87,"pH",9999999,NA,2
32000010,"Fårup Sø - vandkemi","Fårup Sø","11.10.1993 12.00.00 +01:00","Sø","Blandingsprøve",10.6,525368.9999786419,6176393.003665378,"10,6","Total","Phosphor, total-P"," =",0.15,"mg/l",9999999,NA,2
37000026,"Rygbjerg Sø - vandkemi","Rygbjerg Sø","04.08.1988 12.00.00 +02:00","Sø","Enkeltprøve",10,522377.9999811285,6116429.003746088,"10","Opløst - filtrat fra filtrering","Nitrat-N","<",0.01,"mg/l",9999999,NA,2
25003210,"SØBYLEJET 38, Vandkemi","Søbylejet 38","24.07.2023 12.00.00 +02:00","Sø","Blandingsprøve",2.066666666666667,504253.9999964236,6208823.00361801,"0,2; 2; 4","Opløst - filtrat fra filtrering","Farvetal-Pt"," =",3.8,"mg Pt/l",1,NA,2
50000027,"BASTRUP SØ, kemi","Bastrup Sø","21.09.1999 12.00.00 +02:00","Sø","Blandingsprøve",3.05,704827.9998276662,6190664.003637466,"6; 4; 2; 0,2","Total","Konduktivitet"," =",40.6,"mS/m",9999999,NA,2
21000353,"KNUD SØ, ØST - Kemistation","Knudsø","21.07.2010 12.00.00 +02:00","Sø","Blandingsprøve",2.066666666666667,547981.9999596758,6217718.003608311,"4; 0,2; 2","Total","Konduktivitet"," =",38,"mS/m",9999999,NA,2
52000001,"AVNSØ,ROSKILDE","Avnsø,roskilde","24.04.1990 12.00.00 +02:00","Sø","Blandingsprøve",3.05,682115.9998468509,6161511.003683007,"2; 0,2; 6; 4","Opløst - filtrat fra filtrering","Ortho-phosphat-P","<",0.01,"mg/l",9999999,NA,2
47000057,"HANNEBJERGMOSE SYDVEST BASSIN","Hannebjerg mose","26.11.2003 12.00.00 +01:00","Sø","Enkeltprøve",0.2,610490.999906807,6079354.003795392,"0,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.08,"mg/l",9999999,NA,2
4000006,"VANDPLASKEN - vandkemi","Vandplasken","17.04.2007 12.00.00 +02:00","Sø","Enkeltprøve",0.2,552667.9999562538,6375452.003379063,"0,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.009,"mg/l",9999999,NA,2
58000027,"KIMMERSLEV SØ, kemi","Kimmerslev Sø","28.06.1999 12.00.00 +02:00","Sø","Enkeltprøve",5.5,688779.999841201,6153065.003693302,"5,5","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.004,"mg/l",9999999,NA,2
31000009,"Kvie Sø - vandkemi","Kvie Sø","11.05.1999 12.00.00 +02:00","Sø","Blandingsprøve",1.1,485559.0000121582,6175543.003666495,"2; 0,2","Total","Alkalinitet,total TA"," =",0.041,"mmol/l",9999999,NA,2
38000009,"Jels Midtsø - vandkemi","Jels midtsø","07.12.1993 12.00.00 +01:00","Sø","Blandingsprøve",1.7166666666666666,514793.9999875297,6136906.003718814,"0,2; 1,65; 3,3","Opløst - filtrat fra filtrering","Silicium"," =",4,"mg/l",9999999,NA,2
51000005,"MAGLESØ, kemi","Maglesø v. brorfelde","02.04.1991 12.00.00 +02:00","Sø","Blandingsprøve",2.5,669463.9998575082,6168553.003675066,"0; 4; 1; 3; 2; 5","Ej oplyst","Ortho-phosphat-P","<",0.01,"mg/l",9999999,NA,2
47000009,"HVIDKILDE SØ /001","Hvidkilde Sø","08.07.1998 12.00.00 +02:00","Sø","Blandingsprøve",1.2000000000000002,597395.9999178597,6103326.003764095,"0,2; 2,2","Total","Phosphor, total-P"," =",0.074,"mg/l",9999999,NA,2
21000815,"HALLE SØ ST AMT","Hallesø","01.05.1978 12.00.00 +01:00","Sø","Blandingsprøve",99,529627.9999750855,6204776.003626223,"99","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.024,"mg/l",9999999,NA,2
37000040,"Haderslev Dam - vandkemi","Haderslev dam","02.05.1995 12.00.00 +02:00","Sø","Blandingsprøve",0.7666666666666666,527838.9999765252,6121117.003739908,"0,7; 0,2; 1,4","Opløst - filtrat fra filtrering","Ortho-phosphat-P","<",0.004,"mg/l",9999999,NA,2
21000367,"Skanderborg Sø - vandkemi","Hylke Sø","12.12.1990 12.00.00 +01:00","Sø","Enkeltprøve",14,557733.999951457,6207908.003622121,"14","Ej oplyst","Phosphor, total-P"," =",0.411,"mg/l",9999999,NA,2
19000017,"BIRKESØ, Vandkemi","Birkesø i Midtjylland","02.06.2005 12.00.00 +02:00","Sø","Blandingsprøve",1.0666666666666669,511560.9999903093,6262894.003544079,"2; 1; 0,2","Opløst - filtrat fra filtrering","Ortho-phosphat-P","<",0.0020000000949949026,"mg/l",9999999,NA,2
25000059,"SØBY SØ, MIDTJYLLAND, Vandkemi","Søby Sø, midtjylland","16.10.2006 12.00.00 +02:00","Sø","Blandingsprøve",3.3,504514.99999620474,6211704.003616475,"5; 5,3; 4; 0,2; 2","Total","Jern"," =",0.23,"mg/l",9999999,NA,2
21000349,"GJESSØ, MIDT--GJE1","Gjessø","13.03.1991 12.00.00 +01:00","Sø","Enkeltprøve",0.5,530843.9999740806,6218918.003606484,"0,5","Ej oplyst","Phosphor, total-P"," =",0.052,"mg/l",9999999,NA,2
25000059,"SØBY SØ, MIDTJYLLAND, Vandkemi","Søby Sø, midtjylland","26.10.1989 12.00.00 +01:00","Sø","Blandingsprøve",0.2,504514.99999620474,6211704.003616475,"0,2","Ej oplyst","Nitrit+nitrat-N"," =",0.025000001187436283,"mg/l",9999999,NA,2
52000006,"STORE KATTINGE SØ, kemi","St.kattinge Sø","23.09.1985 12.00.00 +02:00","Sø","Blandingsprøve",2.5,689551.9998406201,6172212.003667007,"1; 4","Ej oplyst","Phosphor, total-P"," =",1.2,"mg/l",9999999,NA,2
24000017,"Tronholm sø - Vandkemi","Dagstrup mose","12.06.2003 12.00.00 +02:00","Sø","Enkeltprøve",0.2,588016.9999261455,6245363.00356985,"0,2","Ej oplyst","Nitrogen,total N"," =",1.6,"mg/l",9999999,NA,2
50000028,"BAGSVÆRD SØ, kemi","Bagsværd Sø","19.04.1999 12.00.00 +02:00","Sø","Blandingsprøve",0.6666666666666666,717382.99981668894,6185871.003639278,"1,2; 0,6; 0,2","Total","Suspenderede stoffer"," =",20,"mg/l",9999999,NA,2
21000320,"SØBYGÅRD SØ - vandkemi","Søbygårdsø","30.05.2023 12.00.00 +02:00","Sø","Blandingsprøve",0.45,550065.999957961,6234790.003581792,"0,2; 0,7","Total","Nitrogen,total N"," =",1,"mg/l",0.02,NA,2
47000020,"TRYGGELEV NOR","Tryggelev nor","13.12.1994 12.00.00 +01:00","Sø","Enkeltprøve",0.02,607189.9999095837,6073380.003803061,"0,02","Ej oplyst","Primær produktion, 24 timers maximum"," =",15.63,"mg/(m2*d)",9999999,NA,2
31000009,"Kvie Sø - vandkemi","Kvie Sø","28.02.2025 12.00.00 +01:00","Sø","Blandingsprøve",1.1,485559.0062106073,6175542.911193459,"0,2; 2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.0066,"mg/l",0.001,0.003,2
21000274,"VIBORG SØNDERSØ, Vandkemi","Viborg Søndersø","29.09.2003 12.00.00 +02:00","Sø","Enkeltprøve",0.2,525588.9999785402,6255243.003555079,"0,2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.2300000109244138,"mg/l",9999999,NA,2
46000010,"SØHOLM SØ /001","Søholm Sø","30.06.2014 12.00.00 +02:00","Sø","Blandingsprøve",2.066666666666667,571862.9999394091,6125861.003734028,"4; 0,2; 2","Total","Nitrogen,total N"," =",2.1776105444,"mg/l",0.05,NA,3
30000005,"Holm Sø - vandkemi","Holm Sø","20.07.1995 12.00.00 +02:00","Sø","Blandingsprøve",0,450100.0000420259,6166893.003678545,"0","Total","Alkalinitet,total TA"," =",0,"mmol/l",9999999,NA,2
50000029,"FURESØ, kemi","Furesøen  storesø","23.04.2019 12.00.00 +02:00","Sø","Blandingsprøve",5.033333333333333,714083.9998196077,6189179.003636095,"4; 6; 2; 10; 0,2; 8","Total","Chlorophyl (ukorrigeret)"," =",5.6,"µg/l",0.3,NA,3
20000033,"SKALLE SØ, Vandkemi","Skallesø","14.09.2023 12.00.00 +02:00","Sø","Blandingsprøve",0.35,491365.0000072385,6261674.003543238,"0,2; 0,5","Partikelbundet - fra filteret","Suspenderede stoffer"," =",5.6,"mg/l",1,NA,2
1000029,"VULLUM SØ - vandkemi","Vullum Sø","24.06.2025 12.00.00 +02:00","Sø","Enkeltprøve",0.2,487719.9589887969,6326560.081497952,"0,2","Total","Nitrogen,total N"," =",1.9,"mg/l",0.02,0.06,2
50000029,"FURESØ, kemi","Furesøen  storesø","03.09.2015 12.00.00 +02:00","Sø","Blandingsprøve",3.2,714083.9998196077,6189179.003636095,"6,3; 4,2; 2,1; 0,2","Total","Alkalinitet,total TA"," =",2,"mmol/l",0.05,NA,3
52000013,"GUNDSØMAGLE SØ ST AMT","Østrup-gundsømagle Sø","02.04.2002 12.00.00 +02:00","Sø","Blandingsprøve",0.6749999999999999,700367.9998314561,6180364.003653126,"1,15; 0,2","Total","pH"," =",8.3,"pH",9999999,NA,2
21000361,"BRYRUP LANGSØ,  BRY 1","Bryrup langsø","20.06.1990 12.00.00 +02:00","Sø","Enkeltprøve",7,532692.9999725125,6208262.00362139,"7","Ej oplyst","Nitrogen,total N"," =",2.78,"mg/l",9999999,NA,2
45000208,"SØ VED KOELBJERG","Sø ved koelbjerg, vissenbjerg","08.06.2005 12.00.00 +02:00","Sø","Enkeltprøve",0.2,571791.9999394888,6139843.003715359,"0,2","Total","Glødetab,susp.stof"," =",20,"mg/l",9999999,NA,2
50000436,"Furesø-3007","Furesøen  storesø","07.08.2003 12.00.00 +02:00","Sø","Enkeltprøve",24,713291.9998203029,6189209.0036363825,"24","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.36,"mg/l",9999999,NA,2
53000082,"EMDRUP SØ AMTST","Emdrup Sø","09.07.1996 12.00.00 +02:00","Sø","Puljet prøve / vertikal serie",1.2,723175.9998115093,6180953.003643331,"1,2","Opløst - filtrat fra filtrering","Silicium"," =",2.2,"mg/l",9999999,NA,2
21000301,"BLIDSØ","Blid Sø","24.05.2024 12.00.00 +02:00","Sø","Blandingsprøve",0.6,541415.9999651832,6211642.003614255,"0,2; 1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N","<",0.005,"mg/l",0.005,0.005,2
42000010,"Store Søgård Sø - vandkemi","Store Søgård Sø","10.06.2009 12.00.00 +02:00","Sø","Blandingsprøve",1.3666666666666665,528586.9999758821,6087722.003783735,"1,3; 2,6; 0,2","Opløst - filtrat fra filtrering","Silicium"," =",0.77,"mg/l",9999999,NA,3
52000013,"GUNDSØMAGLE SØ ST AMT","Østrup-gundsømagle Sø","19.10.1999 12.00.00 +02:00","Sø","Blandingsprøve",0.65,700367.9998314561,6180364.003653126,"1,1; 0,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.008,"mg/l",9999999,NA,2
42000121,"Ralsøen (G30) - vandkemi","Ralsøen","18.09.2007 12.00.00 +02:00","Sø","Blandingsprøve",4.933333333333334,519535.9999835209,6100939.00376646,"9,4; 4; 2; 0,2; 6; 8","Total","pH"," =",8.1,"pH",9999999,NA,2
62000009,"VESTERBORG SØ, kemi","Vesterborg Sø","04.02.1991 12.00.00 +01:00","Sø","Enkeltprøve",0.2,645923.9998770257,6082133.003791499,"0,2","Total","Ammoniak+ammonium-N"," =",0.086,"mg/l",9999999,NA,2
25000672,"NEDERSØ, Vandkemi","Nedersø","27.09.1977 12.00.00 +01:00","Sø","Blandingsprøve",99,521066.9999822796,6198453.003634957,"99","Total","Nitrogen,total N"," =",1.66,"mg/l",9999999,NA,2
21000274,"VIBORG SØNDERSØ, Vandkemi","Viborg Søndersø","14.08.2019 12.00.00 +02:00","Sø","Blandingsprøve",0.8066666666666666,525588.9999785402,6255243.003555079,"0,2; 0,74; 1,48","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.051,"mg/l",0.005,NA,3
21000272,"VIBORG NØRRESØ, Vandkemi","Viborg nørresø","11.11.1996 12.00.00 +01:00","Sø","Enkeltprøve",0.2,526648.999977655,6257983.003551171,"0,2","Opløst - filtrat fra filtrering","Silicium"," =",4.3,"mg/l",9999999,NA,2
21000264,"HALD SØ ST.2","Hald Sø","18.09.1991 12.00.00 +02:00","Sø","Enkeltprøve",5,522438.9999811759,6249893.003562684,"5","Total","Carbon, uorganisk"," =",0.0780199970304966,"mg/l",9999999,NA,2
21000388,"LYNGSØ","Lyngsø","21.08.1996 12.00.00 +02:00","Sø","Puljet prøve / vertikal serie",5,533818.9999715874,6223793.003599666,"5","Ej oplyst","Phosphor, total-P"," =",0.911,"mg/l",9999999,NA,2
47000023,"Store Øresø /001, vandkemi, sediment","Store øresø","04.08.1999 12.00.00 +02:00","Sø","Enkeltprøve",0.2,582709.9999302438,6108840.003756679,"0,2","Total","Carbondioxid"," =",1.007,"mmol/l",9999999,NA,2
9000019,"ULVEDYBET - vandkemi","Ulvedybet nord","03.10.2000 12.00.00 +02:00","Sø","Blandingsprøve",1,539588.999966972,6327186.003450784,"1","Total","Jern"," =",0.24,"mg/l",9999999,NA,2
64000009,"MARIBO SØNDERSØ, kemi","Maribo Søndersø","07.05.1996 12.00.00 +02:00","Sø","Blandingsprøve",1.2666666666666666,661570.999863901,6070255.003806055,"2,4; 0,2; 1,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.118,"mg/l",9999999,NA,2
21000272,"VIBORG NØRRESØ, Vandkemi","Viborg nørresø","27.11.2006 12.00.00 +01:00","Sø","Enkeltprøve",11,526648.999977655,6257983.003551171,"11","Total","Nitrogen,total N"," =",1.5,"mg/l",9999999,NA,2
21000350,"SLÅEN SØ - vandkemi","Slåensø","13.09.1989 12.00.00 +02:00","Sø","Enkeltprøve",3,538284.9999678292,6219967.0036050705,"3","Total","Chlorophyl (ukorrigeret)"," =",2.9,"µg/l",9999999,NA,2
21000350,"SLÅEN SØ - vandkemi","Slåensø","23.08.1989 12.00.00 +02:00","Sø","Enkeltprøve",7,538284.9999678292,6219967.0036050705,"7","Total","Alkalinitet,total TA"," =",1.216,"mmol/l",9999999,NA,2
11000002,"FLADE SØ - vandkemi","Flade Sø","01.09.1988 12.00.00 +02:00","Sø","Blandingsprøve",0.7,453519.0000388772,6294767.003498313,"0,2; 1,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.017000000807456672,"mg/l",9999999,NA,2
11000007,"OVE SØ - vandkemi","Ove Sø","04.10.1990 12.00.00 +01:00","Sø","Blandingsprøve",0.8666666666666667,465239.00002906146,6300622.003489684,"0,2; 0,8; 1,6","Total","COD, susp.stof "," =",12,"mg/l",9999999,NA,2
58000042,"REGNEMARK MOSE ØSTELIGE DEL","Regnemark mose","26.10.1993 12.00.00 +01:00","Sø","Blandingsprøve",0.35,686532.9998430884,6150315.003697458,"0,5; 0,2","Ej oplyst","COD, mod."," =",38,"mg/l",9999999,NA,2
16000038,"FERRING SØ, Vandkemi","Ferring Sø","06.03.1995 12.00.00 +01:00","Sø","Blandingsprøve",0,447186.0000442562,6268201.0035367645,"0","Total","Alkalinitet,total TA"," =",2.85,"mmol/l",9999999,NA,2
53000573,"Kagsmosen","Kagsmosen","19.05.2016 12.00.00 +02:00","Sø","Blandingsprøve",0.2,716980.9998170312,6179245.003648681,"0,2","Total","Chlorid"," =",150,"mg/l",9999999,NA,1
50000027,"BASTRUP SØ, kemi","Bastrup Sø","01.07.2003 12.00.00 +02:00","Sø","Blandingsprøve",1.8666666666666665,704827.9998276662,6190664.003637466,"0,2; 1,8; 3,6","Total","Glødetab,susp.stof","<",2,"mg/l",9999999,NA,2
25000738,"KULSØ, TROLDHEDE, Vandkemi","Kulsø ved Troldhede","24.06.2019 12.00.00 +02:00","Sø","Blandingsprøve",1.1,483127.0000141874,6206494.003623768,"0,2; 2","Total","Phosphor, total-P"," =",0.029,"mg/l",0.003,NA,3
47000149,"SØEN VED VALDEMAR SLOT AMT ST","Søen ved valdemar slot","14.06.2012 12.00.00 +02:00","Sø","Enkeltprøve",0.2,605534.9999109982,6098724.0037702,"0,2","Total","Alkalinitet,total TA"," =",3.74,"mmol/l",9999999,NA,2
41000042,"Hjulsø - vandkemi","Hjulsø","25.05.1989 12.00.00 +02:00","Sø","Blandingsprøve",0.7166666666666668,524583.9999792603,6091702.0037785405,"1,3; 0,65; 0,2","Total","Chlorophyl A"," =",27.3,"µg/l",9999999,NA,2
21000376,"KALGÅRD SØ, MIDT","Kalgårdsø","29.11.1995 12.00.00 +01:00","Sø","Enkeltprøve",0.5,528318.9999761895,6207543.003622361,"0,5","Total","Chlorophyl (ukorrigeret)"," =",3,"µg/l",9999999,NA,2
14000037,"GRAVLEV SØ - vandkemi","Gravlev Sø","15.10.2002 12.00.00 +02:00","Sø","Enkeltprøve",0.2,550307.9999579394,6300347.003490236,"0,2","Total","pH"," =",8.2,"pH",9999999,NA,2
25000022,"HAMPEN SØ, Vandkemi","Hampensø","22.07.1987 12.00.00 +02:00","Sø","Blandingsprøve",99,524668.999979259,6208043.003621645,"99","Ej oplyst","COD, Kemisk iltforbrug"," =",18,"mg/l",9999999,NA,2
53000038,"DAMHUSSØEN","Damhussøen","27.06.2014 12.00.00 +02:00","Sø","Blandingsprøve",0.75,718515.9998156661,6175584.003653069,"0,2; 1,3","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N","<",0.005,"mg/l",9999999,NA,1
44000031,"HJULBY SØ AMTST.5","Hjulby Sø","22.10.1974 12.00.00 +01:00","Sø","Enkeltprøve",1.4,610619.9999067737,6132670.003725401,"1,4","Total","Alkalinitet,total TA"," =",4.98,"mmol/l",9999999,NA,2
21000361,"BRYRUP LANGSØ,  BRY 1","Bryrup langsø","20.09.1993 12.00.00 +02:00","Sø","Puljet prøve / vertikal serie",1.1,532692.9999725125,6208262.00362139,"1,1","Opløst - filtrat fra filtrering","Silicium"," =",4.1,"mg/l",9999999,NA,2
26000058,"BRABRANDSØ MIDT I SØ -BRA4 AMT","Brabrandsø","19.06.1975 12.00.00 +01:00","Sø","Enkeltprøve",0,569642.9999414873,6222810.003601433,"0","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.098,"mg/l",9999999,NA,2
50000027,"BASTRUP SØ, kemi","Bastrup Sø","22.08.2001 12.00.00 +02:00","Sø","Enkeltprøve",4.5,704827.9998276662,6190664.003637466,"5; 4","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.102,"mg/l",9999999,NA,2
23000009,"STUBBE SØ, MIDT -- STV5","Stubbe Sø","10.12.1997 12.00.00 +01:00","Sø","Enkeltprøve",0.5,605534.9999114104,6235704.0035837395,"0,5","Ej oplyst","Phosphor, total-P"," =",0.038,"mg/l",9999999,NA,2
46000010,"SØHOLM SØ /001","Søholm Sø","25.04.2000 12.00.00 +02:00","Sø","Enkeltprøve",0.5,571862.9999394091,6125861.003734028,"0,5","Total","Oxygen indhold"," =",15.73,"mg/l",9999999,NA,2
21006479,"Lysmose","Lysmose","02.05.2000 12.00.00 +02:00","Sø","Enkeltprøve",0.5,537536.9999684806,6233779.003585631,"0,5","Total","pH"," =",6.1,"pH",9999999,NA,2
21001006,"TORP SØ","Torp Sø","17.07.2002 12.00.00 +02:00","Sø","Enkeltprøve",5,545639.9999616134,6200822.003631845,"5","Opløst - filtrat fra filtrering","Ammonium-N"," =",0.53,"mg/l",9999999,NA,2
41000044,"Kujborgdam - vandkemi","Kujborg dam","20.10.1994 12.00.00 +01:00","Sø","Enkeltprøve",0.2,537778.9999681268,6086754.003785051,"0,2","Total","Chlorophyl A"," =",51,"µg/l",9999999,NA,2
21000365,"MOSSØ - vandkemi","Mossø","01.11.2000 12.00.00 +01:00","Sø","Blandingsprøve",1.1,549549.9999583433,6210472.003618455,"1,1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.35,"mg/l",9999999,NA,2
21000355,"RAVNSØ, MIDT -- RAV1 - vandkemi","Ravnsø","19.11.1973 12.00.00 +01:00","Sø","Enkeltprøve",1,552518.9999558639,6218243.003607626,"1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.084,"mg/l",9999999,NA,2
22000030,"BYN, Vandkemi","Byn","16.01.1991 12.00.00 +01:00","Sø","Enkeltprøve",0.2,453412.00003908225,6250540.003561949,"0,2","Ej oplyst","Phosphor, total-P"," =",0.057,"mg/l",9999999,NA,2
16000013,"LEMVIG SØ, Vandkemi","Lemvig Sø","07.08.1997 12.00.00 +02:00","Sø","Blandingsprøve",0.6,457993.0000352033,6266836.003538611,"0,2; 1","Ej oplyst","Nitrit+nitrat-N","<",0.005,"mg/l",9999999,NA,2
47000318,"TRYGGELEV NOR VEST MC ST 2","Tryggelev nor vest","10.08.2006 12.00.00 +02:00","Sø","Blandingsprøve",1,606769.9999099374,6073340.003803112,"1","Opløst - filtrat fra filtrering","Silicium"," =",4.5,"mg/l",9999999,NA,1
64000001,"HEJREDE SØ, MARIBO","Hejrede Sø","09.01.1990 12.00.00 +01:00","Sø","Blandingsprøve",0.5666666666666667,666919.999859419,6068978.003807292,"1; 0,5; 0,2","Total","Calcium"," =",170,"mg/l",9999999,NA,2
21000265,"HALD SØ ST.3","Hald Sø","14.04.1998 12.00.00 +02:00","Sø","Enkeltprøve",0.2,521058.999982333,6249273.003563561,"0,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.4500000213738531,"mg/l",9999999,NA,2
52000366,"RAMSØEN, kemi ","Ramsøen ","09.07.2015 12.00.00 +02:00","Sø","Enkeltprøve",0.2,693335.9998373801,6163190.003678541,"0,2","Total","Phosphor, total-P"," =",0.93,"mg/l",0.01,NA,3
46000154,"FLÆGEN MC/001","Flægen","14.09.1988 12.00.00 +02:00","Sø","Enkeltprøve",0.2,553669.9999547607,6138408.00371707,"0,2","Ej oplyst","Ammoniak+ammonium-N"," =",0.27,"mg/l",9999999,NA,2
45000018,"Arreskov Sø /004","Arreskov Sø","07.04.1993 12.00.00 +02:00","Sø","Enkeltprøve",2.5,583298.9999297527,6113387.003750695,"2,5","Total","Oxygenmætning"," =",97,"pct",9999999,NA,2
25000059,"SØBY SØ, MIDTJYLLAND, Vandkemi","Søby Sø, midtjylland","09.05.1997 12.00.00 +02:00","Sø","Blandingsprøve",2.3000000000000003,504514.99999620474,6211704.003616475,"0,2; 2; 4,7","Ej oplyst","Phosphor, total-P"," =",0.021,"mg/l",9999999,NA,2
21000263,"HALD SØ, Vandkemi","Hald Sø","03.07.1980 12.00.00 +02:00","Sø","Enkeltprøve",29.5,520998.9999823817,6247723.003565765,"29,5","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.41000001947395504,"mg/l",9999999,NA,2
47000343,"SÆDBALLE FREDMOSE MC/002","Sædballe fredmose","19.07.1993 12.00.00 +02:00","Sø","Enkeltprøve",0.2,611920.9999055992,6072944.003803656,"0,2","Total","Alkalinitet,total TA"," =",6.04,"mmol/l",9999999,NA,2
46000010,"SØHOLM SØ /001","Søholm Sø","17.08.1972 12.00.00 +01:00","Sø","Enkeltprøve",1.5,571862.9999394091,6125861.003734028,"1,5","Total","Oxygenmætning"," =",107,"pct",9999999,NA,2
50000030,"FURESØEN STOREKALV AMT ST","Furesøen storekalv","22.07.2004 12.00.00 +02:00","Sø","Blandingsprøve",0,715761.9998181335,6190674.003633292,"0","Opløst - filtrat fra filtrering","Nitrit+nitrat-N","<",0.005,"mg/l",9999999,NA,2
24000008,"VALLUM SØ, MIDT","Vallum Sø","10.09.2002 12.00.00 +02:00","Sø","Enkeltprøve",0.2,594463.99992075935,6249753.0035636965,"0,2","Total","Glødetab,susp.stof"," =",16,"mg/l",9999999,NA,2
21000343,"BORRESØ, BOR1","Borresø,jylland","19.05.2009 12.00.00 +02:00","Sø","Blandingsprøve",4.04,537877.9999681724,6220827.003603861,"0,2; 2; 4; 6; 8","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.69,"mg/l",9999999,NA,2
53000166,"SØ I RYVANGENS NATURPARK AMT S","Sø i ryvangens naturpark","12.07.2016 12.00.00 +02:00","Sø","Blandingsprøve",0.75,723945.9998108147,6180938.003642949,"0,2; 1,3","Total","Chlorid"," =",83,"mg/l",9999999,NA,1
21000361,"BRYRUP LANGSØ,  BRY 1","Bryrup langsø","19.03.2013 12.00.00 +01:00","Sø","Enkeltprøve",0.2,532692.9999725125,6208262.00362139,"0,2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.003,"mg/l",0.002,NA,3
21000263,"HALD SØ, Vandkemi","Hald Sø","26.10.1989 12.00.00 +01:00","Sø","Enkeltprøve",10.1,520998.9999823817,6247723.003565765,"10,1","Total","Alkalinitet,total TA"," =",1.42,"mmol/l",9999999,NA,2
53000082,"EMDRUP SØ AMTST","Emdrup Sø","25.08.1997 12.00.00 +02:00","Sø","Puljet prøve / vertikal serie",0.75,723175.9998115093,6180953.003643331,"0,75","Opløst - filtrat fra filtrering","Silicium"," =",3.5,"mg/l",9999999,NA,2
