"StedID","Stedtekst","Medie","Vandområde","Dato","Prøvetype","Målested, x-koordinat","Målested, y-koordinat","Dybde (m)","Faktiske dybder (m)","Analysefraktion","Stofparameter","Resultat-attribut","Resultat","Enhed","Detektionsgrænse LD","Kvantifikationsgrænse LQ","Kvalitetsmærke"
92110005,"Skiveren 20 m","Marin","Tannis Bugt","28.01.1991 12.00.00 +01:00","Enkeltprøve",574366.9511868437,6391392.937338378,0,"0","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",49,"µg/l",9999999,NA,2
93000012,"DMU station 1008","Marin","Kattegat, åbne del","16.08.2017 12.00.00 +02:00","Enkeltprøve",614020.7404244039,6370708.97091237,10,"10","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",1.13,"µg/l",9999999,NA,3
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","07.12.2015 12.00.00 +01:00","Enkeltprøve",634170.834282736,6222725.410161732,5,"5","Opløst - filtrat fra filtrering","Silicium"," =",140,"µg/l",9999999,NA,3
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","25.10.1981 12.00.00 +01:00","Enkeltprøve",943545.1619785636,6144866.5376737,19,"19","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",6.8,"µg/l",9999999,NA,2
93740011,"Lovns Bredning","Marin","Lovns Bredning","08.09.1986 12.00.00 +02:00","Enkeltprøve",514987.6925468814,6279659.181369203,0.2,"0,2","Total","Phosphor, total-P"," =",140,"µg/l",9999999,NA,2
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","17.09.2008 12.00.00 +02:00","Enkeltprøve",568573.9573718247,6170379.159272914,13,"13","Total","pH"," =",7.95,"pH",9999999,NA,2
91000064,"Nordsøen","Marin","Nordsøen","23.09.2023 12.00.00 +02:00","Enkeltprøve",205606.75737879745,6226067.355581303,10,"10","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",0.312,"µg/l",0.3,NA,2
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","17.04.2001 12.00.00 +02:00","Enkeltprøve",568569.733805438,6170447.772104889,15,"15","Total","Nitrogen,total N"," =",350,"µg/l",9999999,NA,2
96100015,"6700053","Marin","Storebælt, Øst","19.03.2012 12.00.00 +01:00","Enkeltprøve",617597.4847568087,6152867.23567505,20,"20","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",65,"µg/l",9999999,NA,3
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","07.12.1999 12.00.00 +01:00","Enkeltprøve",590791.3435346179,6098981.632767737,1,"1","Ej oplyst","Oxygen indhold"," =",10.7,"mg/l",9999999,NA,2
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","13.04.2004 12.00.00 +02:00","Enkeltprøve",734547.2573602524,6197682.469027759,40,"40","Total","Silicium"," =",271,"µg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","22.08.1990 12.00.00 +02:00","Enkeltprøve",943545.1619785636,6144866.5376737,30,"30","Opløst - filtrat fra filtrering","Nitrat-N"," =",18.21,"µg/l",9999999,NA,2
94400007,"ARH170006","Marin","Aarhus Bugt","05.05.1983 12.00.00 +02:00","Blandingsprøve",581910.8851339666,6224076.743542445,2.5,"2,5","Ej oplyst","BI5"," =",1.3,"mg/l",9999999,NA,1
97120010,"712 Køge Bugt","Marin","Køge Bugt, åbne del","01.07.1992 12.00.00 +02:00","Blandingsprøve",716244.484313075,6155017.408894554,5.625,"6; 1,5; 12; 3","Opløst - filtrat fra filtrering","Ortho-phosphat-P","<",10,"µg/l",9999999,NA,1
94230241,"6920051","Marin","Odense Kanal","04.09.1984 12.00.00 +02:00","Enkeltprøve",589188.8003713181,6143941.6446179515,3,"3","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",20.85,"mg/(m3*h)",9999999,NA,1
93720009,"Hjarbæk Fjord","Marin","Hjarbæk Fjord","04.04.2018 12.00.00 +02:00","Enkeltprøve",517912.5071768666,6271786.201205301,3.8,"3,8","Opløst - filtrat fra filtrering","Silicium"," =",1700,"µg/l",9999999,NA,3
93740004,"VIB3726-00001","Marin","Risgårde Bredning, Hhvalpsund","01.07.2004 12.00.00 +02:00","Enkeltprøve",510335.12753153034,6289570.394931996,10.1,"10,1","Total","Phosphor, total-P"," =",38,"µg/l",9999999,NA,2
94330003,"Horsens Fjord","Marin","Brakør-Alrø","01.12.1986 12.00.00 +01:00","Enkeltprøve",560237.9818866275,6189456.825073481,1,"1","Ej oplyst","Phosphor, total-P"," =",73,"µg/l",9999999,NA,2
98110004,"0018532","Marin","Vejsnæs Bugt","08.02.1996 12.00.00 +01:00","Enkeltprøve",606661.6741668833,6073362.104564228,1,"1","Ej oplyst","Ortho-phosphat-P"," =",50,"µg/l",9999999,NA,2
99110001,"911 Bornholm, Rønne","Marin","Bornholm, Rønne","27.06.2024 12.00.00 +02:00","Enkeltprøve",860662.6891682597,6121823.4640044505,1,"1","Total","Oxygen indhold"," =",9.94,"mg/l",0.2,NA,2
93000005,"DMU station 409","Marin","Kattegat, åbne del","18.09.2017 12.00.00 +02:00","Enkeltprøve",609250.9018507337,6302861.386463148,10,"10","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",5.76,"µg/l",9999999,NA,3
93720011,"Halkær midt","Marin","Halkær Bredning","13.08.1996 12.00.00 +02:00","Enkeltprøve",534142.8021681892,6311032.72931645,0.7,"0,7","Ej oplyst","pH"," =",8.6,"pH",9999999,NA,2
96530009,"6500040","Marin","Vejlen","26.08.1985 12.00.00 +02:00","Enkeltprøve",603830.7444155989,6082452.092768939,0.1,"0,1","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",9.58,"mg/(m3*h)",9999999,NA,1
93720007,"Ålborg Havneområde","Marin","Aalborg Havn","01.02.1994 12.00.00 +01:00","Enkeltprøve",557245.2441426669,6323532.883182937,0.2,"0,2","Total","Ammoniak+ammonium-N"," =",130,"µg/l",9999999,NA,2
94360036,"GRIMSHOLM","Marin","Norsminde Fjord","20.01.1993 12.00.00 +01:00","Enkeltprøve",577890.0555856227,6209362.456909946,0.1,"0,1","Ej oplyst","Chlorophyl (ukorrigeret)"," =",2.3,"µg/l",9999999,NA,2
91110003,"Kystområde: Hanstholm-Skagen","Marin","Hanstholm-Thyborøn","25.11.1997 12.00.00 +01:00","Blandingsprøve",474779.0463518904,6332305.114446855,5.1,"10; 0,2","Total","Phosphor, total-P"," =",19,"µg/l",9999999,NA,2
93750009,"Venø - Struer Bugt","Marin","Venø-Struer Bugt","21.02.1984 12.00.00 +01:00","Enkeltprøve",479964.1346400923,6264356.63340937,4.8,"4,8","Total","Chlorid"," =",15700,"mg/l",9999999,NA,2
91320002,"Stauning","Marin","Ringkøbing Fjord, midt","20.10.2004 12.00.00 +02:00","Enkeltprøve",454870.2478729456,6201659.597948052,3.1,"3,1","Total","Suspenderede stoffer"," =",15,"mg/l",9999999,NA,2
97100006,"710 Øresund, syd, åbne del","Marin","Øresund, Syd","21.03.2007 12.00.00 +01:00","Enkeltprøve",734446.3206221305,6160913.5287033785,1,"1","Total","Phosphor, total-P"," =",27,"µg/l",9999999,NA,2
95920001,"Augustenborg fjord","Marin","Augustenborg Fjord","10.08.2004 12.00.00 +02:00","Enkeltprøve",552812.6693265104,6089421.7642193595,1,"1","Opløst - filtrat fra filtrering","Nitrit-N","<",0.5,"µg/l",9999999,NA,2
95200002,"6100019","Marin","Lillebælt, Snævringen","11.01.1978 12.00.00 +01:00","Enkeltprøve",546837.2332930211,6151981.486767937,1,"1","Ej oplyst","Primær produktion, 24 timers maximum"," =",15.8,"mg/(m2*d)",9999999,NA,1
97210005,"721 Amager/Svanemøllebugten","Marin","Københavns havn, nord","29.11.2006 12.00.00 +01:00","Blandingsprøve",726414.5038037673,6177763.729601283,5.2,"5,2","Total","Silicium"," =",427,"µg/l",9999999,NA,1
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","11.07.2022 12.00.00 +02:00","Enkeltprøve",568573.9573110034,6170379.1631423505,18.5,"18,5","Total","Phosphor, total-P"," =",29,"µg/l",3,NA,2
96130005,"vmpr 43020","Marin","Musholm Bugt","20.02.2008 12.00.00 +01:00","Enkeltprøve",637202.9722911824,6148265.1487005865,1,"1","Total","Phosphor, total-P"," =",38,"µg/l",9999999,NA,3
96100015,"6700053","Marin","Storebælt, Øst","19.06.2019 12.00.00 +02:00","Enkeltprøve",617573.1888811548,6152868.366279356,30,"30","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",11,"µg/l",9999999,NA,2
91500003,"Blåvand-Landegrænse, åbne del","Marin","Nordsøen, Blåvand-Landegrænsen","14.03.2002 12.00.00 +01:00","Enkeltprøve",431422.21131915617,6141693.0967663815,1,"1","Total","Nitrogen,total N"," =",1200,"µg/l",9999999,NA,2
94330002,"Husodde","Marin","Husodde","05.08.2014 12.00.00 +02:00","Enkeltprøve",556794.6040737545,6189870.490685973,1,"1","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",6.4,"µg/l",9999999,NA,2
94410004,"STUDSTRUPVÆRKET","Marin","Kalø Vig, ydre del","29.08.2016 12.00.00 +02:00","Enkeltprøve",584870.2575736084,6233894.431789367,11.75,"11,75","Opløst - filtrat fra filtrering","Silicium"," =",160,"µg/l",9999999,NA,2
96750003,"0018843","Marin","Kertinge Nor","26.08.1996 12.00.00 +02:00","Enkeltprøve",599105.1393250157,6146170.693617663,1,"1","Ej oplyst","Nitrogen,total N"," =",588,"µg/l",9999999,NA,2
91240002,"Nissum Fjord","Marin","Nissum Mellemfjord","31.08.1988 12.00.00 +02:00","Blandingsprøve",451065.738861068,6244666.924584459,1.2000000000000002,"2,2; 0,2","Total","Glødetab,susp.stof"," =",12.5,"mg/l",9999999,NA,2
92200003,"Udenfor Hirtshals Havn","Marin","Skagerrak, Jammerbugten","18.08.1998 12.00.00 +02:00","Enkeltprøve",555888.1572534272,6384767.5092531135,1,"1","Ej oplyst","Nitrogen,total N"," =",330,"µg/l",9999999,NA,2
94400007,"ARH170006","Marin","Aarhus Bugt","17.02.1987 12.00.00 +01:00","Blandingsprøve",581910.8851339666,6224076.743542445,1.5,"1,5","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",74,"µg/l",9999999,NA,2
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","02.09.2009 12.00.00 +02:00","Enkeltprøve",590838.678140736,6099012.204272738,5,"5","Partikelbundet - fra filteret","Chlorophyl A"," =",4.74,"µg/l",9999999,NA,3
91610004,"Grådyb tidevandsområde","Marin","Grådyb, Tidevandsområde","22.04.1996 12.00.00 +02:00","Enkeltprøve",463447.44522272545,6148285.225794779,0,"0","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",7,"µg/l",9999999,NA,2
95200001,"6100018","Marin","Lillebælt, Snævringen","05.04.1978 12.00.00 +01:00","Enkeltprøve",552974.4807454726,6159959.198151811,5,"5","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",46.8,"mg/(m3*h)",9999999,NA,1
99360001,"øst for Feddet","Marin","Fakse Bugt, Stevns","14.10.1998 12.00.00 +02:00","Enkeltprøve",698884.5875583444,6115280.937864046,6,"6","Total","Oxygen indhold"," =",7.97,"mg/l",9999999,NA,2
95820001,"Åbenrå fjord","Marin","Åbenrå Fjord","16.04.2008 12.00.00 +02:00","Enkeltprøve",530072.5332901089,6098379.315175352,26,"26","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",16,"µg/l",9999999,NA,3
94230005,"6900019","Marin","Odense Fjord, ydre del","02.03.1983 12.00.00 +01:00","Enkeltprøve",598616.6595557153,6152895.128685431,1,"1","Partikelbundet - fra filteret","Chlorophyl A"," =",0.64,"µg/l",9999999,NA,1
99000006,"Christiansø NØ","Marin","Østersøen, åbne del","15.05.2024 12.00.00 +02:00","Enkeltprøve",893272.4557245837,6149760.7015145235,83.8,"83,8","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",12,"µg/l",3,NA,2
96100015,"6700053","Marin","Storebælt, Øst","17.06.1996 12.00.00 +02:00","Enkeltprøve",617597.4847568087,6152867.23567505,33.7,"33,7","Ej oplyst","Oxygen indhold"," =",7.6,"mg/l",9999999,NA,2
96700015,"6600005","Marin","Storebælt, Vest","30.07.1985 12.00.00 +02:00","Enkeltprøve",618622.2552889555,6125498.239101991,13,"13","Ej oplyst","Ammoniak+ammonium-N"," =",13,"µg/l",9999999,NA,2
95200001,"6100018","Marin","Lillebælt, Snævringen","24.04.2002 12.00.00 +02:00","Enkeltprøve",552974.4807454726,6159959.198151811,19.1,"19,1","Ej oplyst","Oxygen indhold"," =",8.18,"mg/l",9999999,NA,2
96210002,"vmpr 51013","Marin","Skælskør Fjord","22.02.1989 12.00.00 +01:00","Enkeltprøve",645070.4253277209,6124800.588432679,3.5,"3,5","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",290,"µg/l",9999999,NA,2
91240001,"Bøvling Fjord","Marin","Bøvling Fjord","21.06.1983 12.00.00 +02:00","Blandingsprøve",447670.6489381756,6250087.572544968,0.55,"0,9; 0,2","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",33,"µg/l",9999999,NA,2
93600004,"Dokkedal 10 m","Marin","Kattegat, Aalborg Bugt, Syd","16.04.2013 12.00.00 +02:00","Enkeltprøve",592438.8436732187,6303568.474895884,1,"1","Total","Phosphor, total-P"," =",11,"µg/l",9999999,NA,3
98100008,"7301702","Marin","Sydlige Bælthav, Vest","11.08.2010 12.00.00 +02:00","Enkeltprøve",594997.0690618785,6060814.281063251,25,"25","Total","Oxygen indhold"," =",4.25,"mg/l",9999999,NA,3
94010005,"6500061","Marin","Nordlige Bælthav, åbne del, øst","14.05.1990 12.00.00 +02:00","Enkeltprøve",603618.710618486,6203428.24452547,1,"1","Ej oplyst","Nitrogen,total N"," =",405,"µg/l",9999999,NA,2
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","03.05.2024 12.00.00 +02:00","Enkeltprøve",634020.2799542748,6222698.428698779,48.6,"48,6","Total","Phosphor, total-P"," =",79,"µg/l",3,NA,2
94220007,"6940622","Marin","Farvandet Nord for gabet","16.08.1994 12.00.00 +02:00","Enkeltprøve",596524.3116014502,6162929.447012975,1,"1","Ej oplyst","Nitrogen,total N"," =",454,"µg/l",9999999,NA,2
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","18.06.2001 12.00.00 +02:00","Enkeltprøve",734525.0145542461,6197649.698678809,25,"25","Total","Phosphor, total-P"," =",44,"µg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","19.04.2010 12.00.00 +02:00","Enkeltprøve",943601.7606682389,6144834.8996953145,50,"50","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",30.75,"µg/l",9999999,NA,3
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","12.08.1980 12.00.00 +02:00","Enkeltprøve",943545.1619785636,6144866.5376737,29,"29","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",4.2,"µg/l",9999999,NA,2
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","16.03.1982 12.00.00 +01:00","Enkeltprøve",590791.3435346179,6098981.632767737,18,"18","Ej oplyst","Ortho-phosphat-P"," =",8,"µg/l",9999999,NA,2
96510007,"6400045","Marin","Ringgård Bassin, åbne del","15.09.1983 12.00.00 +02:00","Enkeltprøve",583836.8091470853,6099101.749698723,1,"1","Ej oplyst","Ammoniak+ammonium-N"," =",18,"µg/l",9999999,NA,2
93220005,"322 Roskilde Fjord","Marin","Frederiksværk Bredning","16.02.2004 12.00.00 +01:00","Enkeltprøve",682576.777401895,6203707.633138522,1,"1","Ej oplyst","Nitrit+nitrat-N"," =",333,"µg/l",9999999,NA,2
95600002,"6300043","Marin","Lillebælt, Syd","23.02.1994 12.00.00 +01:00","Enkeltprøve",574230.5421934745,6095149.342943648,0.2,"0,2","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",10.33,"mg/(m3*d)",9999999,NA,1
91200002,"Thyborøn transekt 7 km","Marin","Nordsøen, Thyborøn-Vedersø","06.04.1988 12.00.00 +02:00","Blandingsprøve",444103.9771727879,6285217.812188412,5.733333333333333,"11; 5,5; 0,7","Total","Phosphor, total-P"," =",28,"µg/l",9999999,NA,2
95720005,"Nybøl Nor","Marin","Nybøl Nor","08.08.1989 12.00.00 +02:00","Enkeltprøve",539532.0060457074,6085321.356420972,1,"1","Opløst - filtrat fra filtrering","Nitrat-N"," =",1,"µg/l",9999999,NA,2
93600004,"Dokkedal 10 m","Marin","Kattegat, Aalborg Bugt, Syd","22.06.2020 12.00.00 +02:00","Enkeltprøve",592488.8901929093,6303192.76952382,10.2,"10,2","Opløst - filtrat fra filtrering","Silicium"," =",96,"µg/l",9999999,NA,2
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","16.04.1986 12.00.00 +02:00","Enkeltprøve",568573.9573718247,6170379.159272914,2.3,"2,3","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",83.25,"mg/(m3*d)",9999999,NA,1
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","26.05.2010 12.00.00 +02:00","Enkeltprøve",634055.9271729281,6222885.207700817,10,"10","Opløst - filtrat fra filtrering","Nitrit+nitrat-N","<",0,"µg/l",9999999,NA,3
95200003,"6100020","Marin","Lillebælt, Snævringen","17.08.1994 12.00.00 +02:00","Enkeltprøve",541287.973631922,6151300.636796575,40,"40","Ej oplyst","Ammoniak+ammonium-N"," =",18,"µg/l",9999999,NA,2
95100001,"6100016","Marin","Nordlige Bælthav, Fyn, Nord","14.03.1989 12.00.00 +01:00","Enkeltprøve",560192.9229903336,6162278.603666123,1,"1","Ej oplyst","Nitrogen,total N"," =",455,"µg/l",9999999,NA,2
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","28.04.1999 12.00.00 +02:00","Enkeltprøve",568555.214544698,6170707.233777909,5,"5","Partikelbundet - fra filteret","Chlorophyl A"," =",1.5,"µg/l",9999999,NA,2
93910003,"Lyngså 6 m","Marin","Sæby, Kystområde","14.12.1983 12.00.00 +01:00","Enkeltprøve",595241.9508792084,6346348.569454637,6,"6","Ej oplyst","Phosphor, total-P"," =",230,"µg/l",9999999,NA,2
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","25.06.2019 12.00.00 +02:00","Enkeltprøve",634163.3826738882,6222895.920596911,30,"30","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N","<",3,"µg/l",9999999,NA,2
95620002,"0018232","Marin","Nørrefjord","07.09.1993 12.00.00 +02:00","Enkeltprøve",568491.2205146827,6113791.488120718,10,"10","Ej oplyst","Phosphor, total-P"," =",31,"µg/l",9999999,NA,2
96750003,"0018843","Marin","Kertinge Nor","05.07.1990 12.00.00 +02:00","Enkeltprøve",599105.1393250157,6146170.693617663,0.08,"0,08","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",33.08,"mg/(m3*h)",9999999,NA,1
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","11.05.1998 12.00.00 +02:00","Enkeltprøve",568582.2773178464,6170318.068714461,15.1,"15,1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",69,"µg/l",9999999,NA,2
94120003,"412 Sejerø Bugt, syd","Marin","Sejerø Bugt, Syd","11.07.2000 12.00.00 +02:00","Enkeltprøve",635574.6549164264,6188628.85059305,18.5,"18,5","Total","Nitrogen,total N"," =",410,"µg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","11.02.1990 12.00.00 +01:00","Enkeltprøve",943545.1619785636,6144866.5376737,60,"60","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",9.8,"µg/l",9999999,NA,2
94230001,"ODF17","Marin","Odense Fjord, ydre del","28.10.1999 12.00.00 +02:00","Enkeltprøve",596013.3376373918,6149163.600448473,8,"8","Ej oplyst","Nitrit+nitrat-N"," =",110,"µg/l",9999999,NA,2
93770031,"Nissum Bredning, Midt","Marin","Nissum Bredning, Midt","01.09.2011 12.00.00 +02:00","Enkeltprøve",464072.8785980338,6273107.110827043,1,"1","Total","Nitrogen,total N","",197.2496601,"µg/l",9999999,NA,3
94010062,"ved Gammelholm","Marin","Stavns Fjord","17.04.2012 12.00.00 +02:00","Enkeltprøve",602074.8801559892,6194972.152473341,1,"1","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",1.4,"µg/l",9999999,NA,3
93740017,"Hjarbæk Fjord","Marin","Hjarbæk Fjord","17.03.2005 12.00.00 +01:00","Enkeltprøve",517884.5139611584,6273548.446430428,1,"1","Total","Glødetab,susp.stof"," =",1.3,"mg/l",9999999,NA,2
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","01.02.2016 12.00.00 +01:00","Enkeltprøve",590780.256033805,6099001.777915757,1,"1","Partikelbundet - fra filteret","Suspenderede stoffer"," =",3.7,"mg/l",9999999,NA,2
93000017,"DMU station 905","Marin","Hesselø Bugt, Vest, åbne del","13.10.2021 12.00.00 +02:00","Enkeltprøve",660785.880423229,6341043.30342747,77.4,"77,4","Opløst - filtrat fra filtrering","Silicium"," =",370,"µg/l",5,NA,2
96510005,"0018361","Marin","Nakkebølle Fjord","12.02.1992 12.00.00 +01:00","Enkeltprøve",587773.7361658482,6102646.501015689,0.4,"0,4","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",6.31,"mg/(m3*d)",9999999,NA,1
96100015,"6700053","Marin","Storebælt, Øst","29.07.1991 12.00.00 +02:00","Enkeltprøve",617597.4847568087,6152867.23567505,1,"1","Ej oplyst","Oxygen indhold"," =",9.5,"mg/l",9999999,NA,2
96540004,"6300044","Marin","Det Sydfynske Øhav","21.12.1994 12.00.00 +01:00","Enkeltprøve",578615.4240049997,6094198.462871092,1,"1","Ej oplyst","Phosphor, total-P"," =",35,"µg/l",9999999,NA,2
95260002,"Kolding Fjord","Marin","Strandhuse","06.12.1993 12.00.00 +01:00","Enkeltprøve",533437.841942682,6149766.660136737,2.8,"2,8","Opløst - filtrat fra filtrering","Siliciumdioxid"," =",1300,"µg/l",9999999,NA,2
93610032,"Dybet","Marin","Mariager Fjord, midter del","14.12.1995 12.00.00 +01:00","Enkeltprøve",559681.1976926005,6280260.280961748,20,"20","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",1730,"µg/l",9999999,NA,2
94400007,"ARH170006","Marin","Aarhus Bugt","24.11.2003 12.00.00 +01:00","Enkeltprøve",581992.6158697617,6224133.971717873,1,"1","Ej oplyst","Nitrogen,total N"," =",232,"µg/l",9999999,NA,2
96750003,"0018843","Marin","Kertinge Nor","15.04.1996 12.00.00 +02:00","Enkeltprøve",599105.1393250157,6146170.693617663,1,"1","Partikelbundet - fra filteret","Chlorophyl A"," =",2.5,"µg/l",9999999,NA,2
95920001,"Augustenborg fjord","Marin","Augustenborg Fjord","03.12.1990 12.00.00 +01:00","Enkeltprøve",552902.4136596455,6089595.321458126,1,"1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",190,"µg/l",9999999,NA,2
98220043,"Rødsand","Marin","Lambo farvand","11.07.2016 12.00.00 +02:00","Enkeltprøve",685410.7803468234,6057100.63403175,1,"1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N","<",3,"µg/l",9999999,NA,2
95260003,"Kolding Fjord","Marin","Agtrup Vig","17.06.2019 12.00.00 +02:00","Enkeltprøve",537101.5059137293,6149647.609428117,1,"1","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",2,"µg/l",9999999,NA,2
96600003,"6500031","Marin","Langelandssundet","04.10.1978 12.00.00 +01:00","Enkeltprøve",607927.6756836133,6098876.5314861555,8,"8","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",13.9,"mg/(m3*d)",9999999,NA,1
96140001,"vmpr 44011","Marin","Korsør Nor","25.03.1998 12.00.00 +01:00","Enkeltprøve",638263.7564882456,6134605.783729479,2.5,"2,5","Opløst - filtrat fra filtrering","Silicium"," =",47,"µg/l",9999999,NA,2
93750009,"Venø - Struer Bugt","Marin","Venø-Struer Bugt","13.08.1987 12.00.00 +02:00","Enkeltprøve",479964.1346400923,6264356.63340937,0.2,"0,2","Total","Nitrogen,total N"," =",920,"µg/l",9999999,NA,2
96510011,"6500035","Marin","Ringgård Bassin, åbne del","08.09.1978 12.00.00 +01:00","Enkeltprøve",593984.2726697807,6099233.103373077,15,"15","Ej oplyst","Phosphor, total-P"," =",42,"µg/l",9999999,NA,2
94340005,"ØST FOR SLUSEN","Marin","Aggersund","25.02.1992 12.00.00 +01:00","Enkeltprøve",578835.2746591778,6209379.659504264,0.11,"0,11","Ej oplyst","Silicium"," =",270,"µg/l",9999999,NA,2
99000002,"2 sømil S for Møns Klint","Marin","Østersøen, åbne del","03.01.1994 12.00.00 +01:00","Enkeltprøve",730512.0840519799,6087432.213240895,6.071428571428571,"4; 2; 8; 0,5; 10; 12; 6","Total","Phosphor, total-P"," =",27,"µg/l",9999999,NA,2
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","16.02.1999 12.00.00 +01:00","Enkeltprøve",590791.3435346179,6098981.632767737,18.9,"18,9","Ej oplyst","Ammoniak+ammonium-N"," =",17,"µg/l",9999999,NA,2
96510011,"6500035","Marin","Ringgård Bassin, åbne del","12.05.1981 12.00.00 +02:00","Enkeltprøve",593984.2726697807,6099233.103373077,18,"18","Ej oplyst","Nitrit+nitrat-N"," =",4,"µg/l",9999999,NA,2
93420006,"5 KM ØST FOR UDLEDNING","Marin","Ålebugt, Fornæs, Gjerrild Bugt","01.09.1987 12.00.00 +02:00","Blandingsprøve",626301.6713909776,6257045.426608847,2.5,"2,5","Ej oplyst","Chlorid"," =",9200,"mg/l",9999999,NA,2
98110007,"0018541","Marin","Aggersund","03.04.1997 12.00.00 +02:00","Enkeltprøve",607030.1959685115,6072786.399871005,0.2,"0,2","Ej oplyst","Nitrit+nitrat-N"," =",692,"µg/l",9999999,NA,2
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","23.06.1993 12.00.00 +02:00","Enkeltprøve",590791.3435346179,6098981.632767737,0.15,"0,15","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",73.84,"mg/(m3*d)",9999999,NA,1
96260020,"Syd for Askø","Marin","Rågø sund-lindholm dyb","10.02.2016 12.00.00 +01:00","Enkeltprøve",661041.0736027216,6083804.602297884,1,"1","Total","Phosphor, total-P"," =",39,"µg/l",9999999,NA,1
93610032,"Dybet","Marin","Mariager Fjord, midter del","17.05.1989 12.00.00 +02:00","Enkeltprøve",559681.1976926005,6280260.280961748,20,"20","Ej oplyst","Phosphor, total-P"," =",200,"µg/l",9999999,NA,2
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","09.09.2015 12.00.00 +02:00","Enkeltprøve",568587.3991591062,6170392.39402729,18.5,"18,5","Opløst - filtrat fra filtrering","Silicium"," =",740,"µg/l",9999999,NA,3
96100015,"6700053","Marin","Storebælt, Øst","06.11.1995 12.00.00 +01:00","Enkeltprøve",617597.4847568087,6152867.23567505,0.13,"0,13","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",3.4,"mg/(m3*h)",9999999,NA,1
94230001,"ODF17","Marin","Odense Fjord, ydre del","18.11.1996 12.00.00 +01:00","Enkeltprøve",596013.3376373918,6149163.600448473,1,"1","Ej oplyst","Phosphor, total-P"," =",53,"µg/l",9999999,NA,2
